url,finalUrl,statusCode,title,titleLength,metaDescription,metaDescriptionLength,robots,canonical,ogTitle,ogDescription,ogImage,h1,noindex,fetchError,issueCount,issues
https://kotacom.id/,https://kotacom.id/,200,kotacom.id - IT Service & Publications Terpercaya,49,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",129,"index, follow",https://kotacom.id/,kotacom.id - IT Service &#38; Publications Terpercaya,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",https://images.unsplash.com/photo-1554224155-6726b3ff858f?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,Solusi IT & Digital Terpadu untuk Bisnis Anda,false,,0,
https://kotacom.id/rekomendasi-rakit-pc-5-jutaan,https://kotacom.id/rekomendasi-rakit-pc-5-jutaan,200,Rekomendasi! RAKIT PC 5 jutaan - kotacom.id,43,"Rakit PC 5 Jutaan Terbaik 2025: Spek Dewa untuk Gaming &#38;amp; Desain Panduan Rakit PC 5 Jutaan Terbaik 2025 Mimpi punya PC kencang tapi budget terbatas? Di tahun 2025, merakit PC 5 jutaan yang powerful untuk gaming, desain, bahkan editing ringan bukan lagi hal mustahil. Kami telah menganalisis tren pasar, harga komponen terbaru, dan meracik […]",349,"index, follow",https://kotacom.id/rekomendasi-rakit-pc-5-jutaan/,Rekomendasi! RAKIT PC 5 jutaan - kotacom.id,"Rakit PC 5 Jutaan Terbaik 2025: Spek Dewa untuk Gaming &#38;amp; Desain Panduan Rakit PC 5 Jutaan Terbaik 2025 Mimpi punya PC kencang tapi budget terbatas? Di tahun 2025, merakit PC 5 jutaan yang powerful untuk gaming, desain, bahkan editing ringan bukan lagi hal mustahil. Kami telah menganalisis tren pasar, harga komponen terbaru, dan meracik […]",https://res.cloudinary.com/dxyjku3eh/image/upload/v1754991500/mdx-migration/mdx-migration/9255b768-ace0-41bb-a712-91aa68cdebd3.webp,Rekomendasi! RAKIT PC 5 jutaan,false,,1,meta_description_too_long
https://kotacom.id/jasa-cetak-buku-surabaya,https://kotacom.id/jasa-cetak-buku-surabaya,200,Jasa cetak buku surabaya - kotacom.id,37,"Jasa cetak Buku Surabaya – Jika Anda sedang mencari jasa percetakan buku, Anda berada di tempat yang tepat. Di kotabook Printing, kami menawarkan berbagai layanan pencetakan buku untuk memenuhi kebutuhan Anda. Apakah Anda sedang mencari sejumlah kecil buku paperback atau sejumlah besar buku hardcover, kami dapat membantu. Kami menawarkan berbagai ukuran buku, pilihan sampul, dan […]",385,"index, follow",https://kotacom.id/jasa-cetak-buku-surabaya/,Jasa cetak buku surabaya - kotacom.id,"Jasa cetak Buku Surabaya – Jika Anda sedang mencari jasa percetakan buku, Anda berada di tempat yang tepat. Di kotabook Printing, kami menawarkan berbagai layanan pencetakan buku untuk memenuhi kebutuhan Anda. Apakah Anda sedang mencari sejumlah kecil buku paperback atau sejumlah besar buku hardcover, kami dapat membantu. Kami menawarkan berbagai ukuran buku, pilihan sampul, dan […]",https://res.cloudinary.com/dxyjku3eh/image/upload/v1754820661/Tanpa_judul_Presentasi__20250810_170926_0000_vdiibn.png,Jasa cetak buku surabaya,false,,1,meta_description_too_long
https://kotacom.id/jual-dvd-game-surabaya-jasa-install-game-pc-surabaya-terbaru,https://kotacom.id/jual-dvd-game-surabaya-jasa-install-game-pc-surabaya-terbaru,200,Isi Game PC surabaya – Copy Game PC surabaya - kotacom.id,57,"Isi Game PC surabaya – Copy Game PC surabaya Isi game pc surabaya, copy game pc surabaya. Anda membutuhkan game-game pc terbaru? Mau beli namun tidak bisa install game sendiri? Kami solusinya. Kami melayani isi install maupun copy game pc surabaya. Kami adalah satu-satunya tempat isi game surabaya yang recomended dan dapat di percaya. Kotacom melayani jasa […]",362,"index, follow",https://kotacom.id/jual-dvd-game-surabaya-jasa-install-game-pc-surabaya-terbaru/,Isi Game PC surabaya – Copy Game PC surabaya - kotacom.id,"Isi Game PC surabaya – Copy Game PC surabaya Isi game pc surabaya, copy game pc surabaya. Anda membutuhkan game-game pc terbaru? Mau beli namun tidak bisa install game sendiri? Kami solusinya. Kami melayani isi install maupun copy game pc surabaya. Kami adalah satu-satunya tempat isi game surabaya yang recomended dan dapat di percaya. Kotacom melayani jasa […]",https://res.cloudinary.com/dxyjku3eh/image/upload/v1754820661/Tanpa_judul_Presentasi__20250810_170926_0000_vdiibn.png,Isi Game PC surabaya – Copy Game PC surabaya,false,,1,meta_description_too_long
https://kotacom.id/jasa-instal-aplikasi-surabaya,https://kotacom.id/jasa-instal-aplikasi-surabaya,200,JASA INSTAL APLIKASI – JASA INSTALL SOFTWARE SURABAYA - kotacom.id,66,"JASA INSTALL ULANG PAKET GRAPHIC Anda akan mendapatkan semua Paket standar dan empat software dari list dibawah ini. Paket ini adalah paket jika anda membutuhkan aplikasi tambahan untuk kebutuhan Office, Workshop Maupun design anda. Harga untuk paket ini dihitung berdasarkan jumlah aplikasi yang anda butuhkan. Tidak semua aplikasi kami tampilkan disini, jika anda membutuhkan aplikasi lain silahkan […]",404,"index, follow",https://kotacom.id/jasa-instal-aplikasi-surabaya/,JASA INSTAL APLIKASI – JASA INSTALL SOFTWARE SURABAYA - kotacom.id,"JASA INSTALL ULANG PAKET GRAPHIC Anda akan mendapatkan semua Paket standar dan empat software dari list dibawah ini. Paket ini adalah paket jika anda membutuhkan aplikasi tambahan untuk kebutuhan Office, Workshop Maupun design anda. Harga untuk paket ini dihitung berdasarkan jumlah aplikasi yang anda butuhkan. Tidak semua aplikasi kami tampilkan disini, jika anda membutuhkan aplikasi lain silahkan […]",http://www.kotacom.id/wordpress/wp-content/uploads/2014/10/Paket-Graphic-300x75.png,JASA INSTAL APLIKASI – JASA INSTALL SOFTWARE SURABAYA,false,,1,meta_description_too_long
https://kotacom.id/jasa-rakit-pc-surabaya-murah,https://kotacom.id/jasa-rakit-pc-surabaya-murah,200,Jasa Rakit PC Surabaya (sehari jadi) Murah + Berkwalitas - kotacom.id,69,"Bingung cari jasa rakit PC surabaya? Rakit pc untuk kantor? Rakit pc untuk design Graphic? Rakit pc untuk gaming? Anda berada di tempat yang tepat, KOTACOM adalah salah satu spesialis jasa Rakit pc murah namun dengan spek yang mumpuni. Harga yang kami tawarkan (Price) adalah yang sesuai dengan performance yang dihasilkan, sehingga antara harga dan […]",353,"index, follow",https://kotacom.id/jasa-rakit-pc-surabaya-murah/,Jasa Rakit PC Surabaya (sehari jadi) Murah + Berkwalitas - kotacom.id,"Bingung cari jasa rakit PC surabaya? Rakit pc untuk kantor? Rakit pc untuk design Graphic? Rakit pc untuk gaming? Anda berada di tempat yang tepat, KOTACOM adalah salah satu spesialis jasa Rakit pc murah namun dengan spek yang mumpuni. Harga yang kami tawarkan (Price) adalah yang sesuai dengan performance yang dihasilkan, sehingga antara harga dan […]",https://res.cloudinary.com/dxyjku3eh/image/upload/v1754820661/Tanpa_judul_Presentasi__20250810_170926_0000_vdiibn.png,Jasa Rakit PC Surabaya (sehari jadi) Murah + Berkwalitas,false,,1,meta_description_too_long
https://kotacom.id/service-laptop-asus-surabaya,https://kotacom.id/service-laptop-asus-surabaya,200,Service Laptop Asus Surabaya - kotacom.id,41,"Asus sebagai salah satu merk ternama Asus Center Surabaya asus klampis surabaya  asus service center surabaya  1. Asus Service Center Surabaya – Genteng Jl. Kayon No. 14, Embong Kaliasin – Genteng, Surabaya – 60271, Jawa Timur(031) 99250789Senin–Jumat: 09:00-17:00Sabtu: 09:00-14:00Notebook, Netbook, EPAD, Padfone, Zenfone, Desktop PC, AIO PC, EeeBox, VivoPC, LCD biaya instal ulang laptop di […]",397,"index, follow",https://kotacom.id/service-laptop-asus-surabaya/,Service Laptop Asus Surabaya - kotacom.id,"Asus sebagai salah satu merk ternama Asus Center Surabaya asus klampis surabaya  asus service center surabaya  1. Asus Service Center Surabaya – Genteng Jl. Kayon No. 14, Embong Kaliasin – Genteng, Surabaya – 60271, Jawa Timur(031) 99250789Senin–Jumat: 09:00-17:00Sabtu: 09:00-14:00Notebook, Netbook, EPAD, Padfone, Zenfone, Desktop PC, AIO PC, EeeBox, VivoPC, LCD biaya instal ulang laptop di […]",https://res.cloudinary.com/dxyjku3eh/image/upload/v1754820661/Tanpa_judul_Presentasi__20250810_170926_0000_vdiibn.png,Service Laptop Asus Surabaya,false,,1,meta_description_too_long
https://kotacom.id/jasa-install-game-dan-isi-game-surabaya,https://kotacom.id/jasa-install-game-dan-isi-game-surabaya,200,JUAL GAME PC – INSTALL GAME PC - kotacom.id,43,"MELAYANI JUAL GAME PC SURABAYA – INSTALL GAME PC SURABAYA JUGA MELAYANI PENGIRIMAN SELURUH INDONESIA! SERVICE MACBOOK – SERVICE LAPTOP MELAYANI SERVICE MACBOOK – SERVICE LAPTOP SURABAYA JUGA MELAYANI PENGIRIMAN SELURUH INDONESIA! Kami melayani, Jasa service komputer surabaya, jasa service laptop surabaya, service macbook surabaya, jual game pc surabaya, sewa game pc surabaya, install game […]",395,"index, follow",https://kotacom.id/jasa-install-game-dan-isi-game-surabaya/,JUAL GAME PC – INSTALL GAME PC - kotacom.id,"MELAYANI JUAL GAME PC SURABAYA – INSTALL GAME PC SURABAYA JUGA MELAYANI PENGIRIMAN SELURUH INDONESIA! SERVICE MACBOOK – SERVICE LAPTOP MELAYANI SERVICE MACBOOK – SERVICE LAPTOP SURABAYA JUGA MELAYANI PENGIRIMAN SELURUH INDONESIA! Kami melayani, Jasa service komputer surabaya, jasa service laptop surabaya, service macbook surabaya, jual game pc surabaya, sewa game pc surabaya, install game […]",https://res.cloudinary.com/dxyjku3eh/image/upload/v1754820661/Tanpa_judul_Presentasi__20250810_170926_0000_vdiibn.png,JUAL GAME PC – INSTALL GAME PC,false,,1,meta_description_too_long
https://kotacom.id/rakit-pc-1-jutaan-di-2025-realistis-atau-mustahil,https://kotacom.id/rakit-pc-1-jutaan-di-2025-realistis-atau-mustahil,200,Rakit PC 1 Jutaan di 2025: Realistis atau Mustahil? - kotacom.id,64,Rakit PC 1 Jutaan di 2025: Realistis atau Mustahil? Membangun PC dengan budget 1 jutaan adalah tantangan besar yang memerlukan strategi cerdas di pasar komponen bekas. Misi utama kita adalah meracik sebuah unit fungsional untuk tugas-tugas paling dasar dengan dana yang sangat terbatas. Daftar Isi Artikel: 1️⃣ Paket Realistis Intel Core 2 Quad 2️⃣ Paket […],358,"index, follow",https://kotacom.id/rakit-pc-1-jutaan-di-2025-realistis-atau-mustahil/,Rakit PC 1 Jutaan di 2025: Realistis atau Mustahil? - kotacom.id,Rakit PC 1 Jutaan di 2025: Realistis atau Mustahil? Membangun PC dengan budget 1 jutaan adalah tantangan besar yang memerlukan strategi cerdas di pasar komponen bekas. Misi utama kita adalah meracik sebuah unit fungsional untuk tugas-tugas paling dasar dengan dana yang sangat terbatas. Daftar Isi Artikel: 1️⃣ Paket Realistis Intel Core 2 Quad 2️⃣ Paket […],https://res.cloudinary.com/dxyjku3eh/image/upload/v1754991493/mdx-migration/mdx-migration/Rakit-PC-gaming-3-jutaan.jpg,Rakit PC 1 Jutaan di 2025: Realistis atau Mustahil?,false,,1,meta_description_too_long
https://kotacom.id/download-pes-2016-iso-game-pc,https://kotacom.id/download-pes-2016-iso-game-pc,200,Download PES 2016 ISO Game PC - kotacom.id,42,Game PES 6 dianggap sebagai versi tersukses dari seri game PES milik Konami yang mampu mengungguli kompetitornya di konsol generasi keenam dan juga PC.  [wp_reusable_render id=’407816′] Game PES 6 besutan Ali Sadek masih menjadi salah satu game sepak bola terpopuler setelah sekian lama dirilis. Cara passing dan shooting pada game evolusi sepak bola pes 6 jauh […],365,"index, follow",https://kotacom.id/download-pes-2016-iso-game-pc/,Download PES 2016 ISO Game PC - kotacom.id,Game PES 6 dianggap sebagai versi tersukses dari seri game PES milik Konami yang mampu mengungguli kompetitornya di konsol generasi keenam dan juga PC.  [wp_reusable_render id=’407816′] Game PES 6 besutan Ali Sadek masih menjadi salah satu game sepak bola terpopuler setelah sekian lama dirilis. Cara passing dan shooting pada game evolusi sepak bola pes 6 jauh […],https://res.cloudinary.com/dxyjku3eh/image/upload/v1754820661/Tanpa_judul_Presentasi__20250810_170926_0000_vdiibn.png,Download PES 2016 ISO Game PC,false,,1,meta_description_too_long
